Name,Age,GPA,Credits_Completed,Year,Pathway
Lily Brown,16,2.77,58,Senior,Bio Med
Isabelle Smith,15,4.41,60,Sophmore,Business
Ian Anderson,15,3.07,56,Senior,Engineering
Ben Foster,19,1.24,13,Super Senior,Computer Science
Bob King,17,3.91,27,Sophmore,Engineering
Hayden Williams,15,2.07,42,Freshman,Computer Science
Alex Anderson,18,0.85,25,Sophmore,Business
Sophie Jones,19,0.41,36,Sophmore,Computer Science
Alex Brown,14,1.52,12,Junior,Culinary
Emma Fraker,18,2.3,10,Freshman,Construction
Sophie Jones,14,3.37,15,Junior,Computer Science
Ian German,19,1.11,33,Super Senior,Culinary
Lily Johnson,17,3.77,11,Freshman,Business
Hayden Jones,17,1.65,20,Super Senior,Early Childhood Education
Josh Moore,19,2.49,59,Junior,Engineering
Mac Smith,18,3.43,12,Freshman,Engineering
Ben Jones,18,2.45,33,Sophmore,Business
Isabelle Johnson,18,1.21,25,Super Senior,Engineering
Tom Jones,16,2.08,54,Freshman,Business
Isabelle Johnson,16,2.96,26,Sophmore,Construction
Tom Moore,17,2.2,59,Sophmore,Business
Sophie Garcia,15,1.07,25,Freshman,Bio Med
Ben Fraker,15,2.23,57,Freshman,Engineering
Ben Brown,16,1.95,57,Junior,Early College
Rachel White,19,4.19,40,Junior,Computer Science
Lily Foster,17,1.24,43,Junior,Engineering
Josh Fraker,15,4.08,14,Junior,Computer Science
Daniel Garcia,18,0.57,9,Super Senior,Computer Science
Bob Scott,16,1.26,53,Junior,Culinary
Tom German,14,3.05,36,Super Senior,Fine Arts
Tom White,14,3.79,33,Freshman,Computer Science
Alex Smith,16,4.16,46,Freshman,Early Childhood Education
Marie Anderson,14,0.5,0,Freshman,Early Childhood Education
Mac Garcia,17,2.02,51,Senior,Fine Arts
Ben Anderson,19,1.02,19,Freshman,Early Childhood Education
Ian Fraker,17,0.74,46,Junior,Construction
Alex Williams,18,4.13,24,Sophmore,Computer Science
Lily Davis,16,3.53,27,Sophmore,Fine Arts
Sophie Smith,19,3.29,55,Sophmore,Early Childhood Education
Daniel Davis,18,2.8,18,Freshman,Early Childhood Education
Hayden Foster,16,2.48,21,Sophmore,Business
Sophie Scott,17,3.23,15,Sophmore,Culinary
Rachel Miller,18,3.89,48,Sophmore,Computer Science
Hayden Jones,14,2.41,4,Super Senior,Construction
Emma King,17,2.43,37,Senior,Early Childhood Education
Mac Williams,14,3.42,6,Senior,Bio Med
Rachel German,17,4.32,5,Junior,Early College
Sarah White,16,3.79,33,Sophmore,Business
Mac White,16,0.9,42,Junior,Computer Science
Alex Miller,18,1.44,45,Junior,Culinary
Ben German,15,0.7,52,Freshman,Business
Tom White,14,1.56,13,Sophmore,Engineering
Tom White,19,3.48,4,Senior,Culinary
Bob King,15,2.74,30,Junior,Business
Sophie Smith,19,3.17,16,Super Senior,Business
Mac Fraker,16,2.98,50,Senior,Early Childhood Education
Mac German,17,0.63,48,Freshman,Culinary
Isabelle Smith,16,3.37,35,Super Senior,Computer Science
Ian Moore,17,2.4,20,Sophmore,Bio Med
Lily Brown,15,3.12,39,Super Senior,Marketing
Lily German,18,0.33,8,Freshman,Bio Med
Josh Smith,15,1.5,30,Super Senior,Construction
Rachel Davis,17,4.37,20,Freshman,Engineering
Emma Garcia,17,4.09,18,Sophmore,Marketing
Alex Brown,14,3.87,22,Freshman,Engineering
Hayden Anderson,17,3.89,43,Sophmore,Bio Med
Tom King,15,4.06,18,Sophmore,Marketing
Hayden Johnson,15,4.32,33,Super Senior,Fine Arts
Daniel Johnson,18,1.92,44,Senior,Business
Bob Garcia,14,2.73,55,Junior,Marketing
Marie Foster,16,4.48,36,Sophmore,Early Childhood Education
Josh Moore,14,3.37,53,Junior,Business
Alex Brown,16,3.22,48,Sophmore,Business
Emma German,18,0.79,43,Sophmore,Engineering
Hayden Smith,14,3.66,16,Sophmore,Business
Tom Johnson,19,1.79,43,Super Senior,Culinary
Emma Smith,17,2.84,15,Junior,Fine Arts
Rachel Garcia,19,4.39,39,Sophmore,Business
Tom Foster,16,3.42,43,Senior,Early College
Lily Davis,18,2.09,52,Super Senior,Marketing
Rachel Johnson,17,0.62,47,Senior,Construction
Alex Brown,18,3.0,45,Junior,Engineering
Sarah King,17,0.79,57,Junior,Business
Hayden Johnson,17,2.15,44,Super Senior,Fine Arts
Alex Garcia,16,2.74,39,Junior,Culinary
Bob Anderson,15,2.38,28,Super Senior,Engineering
Emma Jones,17,0.61,27,Sophmore,Early Childhood Education
Rachel Williams,17,1.91,30,Freshman,Business
Hayden Williams,16,4.41,30,Super Senior,Culinary
Marie Garcia,16,0.97,9,Sophmore,Construction
Bob Johnson,15,3.62,12,Super Senior,Fine Arts
Daniel Johnson,14,2.85,58,Freshman,Construction
Alex Fraker,14,3.38,16,Super Senior,Bio Med
Emma Williams,14,1.81,58,Super Senior,Business
Josh Foster,14,3.47,33,Junior,Early College
Ben Moore,18,3.04,3,Junior,Fine Arts
Sarah Smith,16,4.4,26,Senior,Engineering
Lily Miller,15,0.88,60,Freshman,Business
Sarah Fraker,16,3.63,8,Senior,Business
Isabelle Scott,17,2.4,16,Senior,Engineering
Lily Brown,15,0.51,43,Senior,Business
Ben Johnson,16,4.46,54,Senior,Bio Med
Sarah White,16,2.02,24,Sophmore,Fine Arts
Alex Fraker,17,3.51,14,Senior,Marketing
Mac Brown,15,2.78,2,Super Senior,Computer Science
Alex Miller,15,3.67,7,Freshman,Early Childhood Education
Ian Jones,15,2.46,56,Freshman,Construction
Daniel Brown,18,3.2,19,Sophmore,Construction
Emma Brown,15,2.17,33,Senior,Construction
Ian German,14,1.78,29,Freshman,Construction
Hayden Garcia,18,2.55,18,Sophmore,Culinary
Sophie Johnson,14,3.95,49,Junior,Fine Arts
Lily Scott,14,3.2,2,Junior,Engineering
Sarah Johnson,14,2.97,13,Senior,Early Childhood Education
Ian Jones,15,4.45,2,Freshman,Fine Arts
Alex Foster,15,2.27,12,Freshman,Fine Arts
Hayden Williams,18,0.86,25,Junior,Fine Arts
Lily Jones,17,2.05,37,Sophmore,Bio Med
Hayden Fraker,15,4.42,36,Freshman,Marketing
Rachel Smith,19,1.78,26,Sophmore,Fine Arts
Ian Moore,15,3.83,9,Super Senior,Culinary
Joe Scott,14,3.83,44,Senior,Early College
Bob German,14,1.59,50,Super Senior,Business
Lily Johnson,19,3.13,21,Junior,Business
Sarah King,15,3.23,11,Sophmore,Bio Med
Sophie Williams,16,4.35,23,Sophmore,Computer Science
Joe Williams,15,3.89,40,Super Senior,Engineering
Lily Williams,19,4.1,13,Freshman,Engineering
Lily Johnson,14,1.13,42,Super Senior,Business
Emma King,18,3.2,55,Super Senior,Early Childhood Education
Alex Brown,16,3.84,27,Senior,Computer Science
Mac Brown,17,2.49,30,Freshman,Business
Lily Foster,17,0.36,15,Junior,Early College
Rachel Fraker,17,1.51,50,Freshman,Business
Sarah White,14,3.63,51,Sophmore,Business
Sophie Foster,18,4.46,20,Freshman,Bio Med
Daniel Jones,16,4.35,8,Senior,Culinary
Mac Brown,19,1.58,30,Senior,Early College
Josh Jones,16,1.52,24,Junior,Computer Science
Sophie Foster,17,0.74,15,Sophmore,Early College
Marie Brown,19,3.47,1,Super Senior,Bio Med
Josh Miller,14,0.96,42,Super Senior,Bio Med
Daniel Fraker,14,0.88,32,Super Senior,Bio Med
Alex Anderson,16,1.25,48,Junior,Early Childhood Education
Alex Davis,19,3.48,20,Sophmore,Culinary
Rachel Johnson,15,0.46,5,Senior,Construction
Rachel White,19,2.44,20,Super Senior,Business
Ian Davis,19,4.15,18,Freshman,Business
Ian Garcia,18,2.45,19,Senior,Early Childhood Education
Mac Scott,16,2.91,37,Senior,Bio Med
Sarah Johnson,14,1.11,31,Senior,Business
Hayden Fraker,15,3.73,33,Senior,Bio Med
Bob White,18,2.63,5,Super Senior,Early College
Ian Smith,17,2.16,31,Sophmore,Early College
Joe Brown,19,4.11,42,Sophmore,Bio Med
Rachel King,16,1.16,33,Super Senior,Marketing
Ben Scott,17,3.78,0,Super Senior,Marketing
Alex White,18,2.03,2,Senior,Engineering
Rachel Smith,15,4.3,23,Junior,Culinary
Daniel Miller,18,0.67,27,Super Senior,Construction
Ben Moore,14,4.33,5,Junior,Fine Arts
Emma Scott,15,2.41,28,Super Senior,Engineering
Josh Johnson,19,1.28,47,Freshman,Bio Med
Ben Foster,14,4.33,60,Junior,Early College
Isabelle White,14,2.03,42,Senior,Bio Med
Lily Scott,15,1.44,60,Senior,Marketing
Ian Williams,14,1.47,22,Junior,Computer Science
Ben Scott,17,0.48,37,Sophmore,Bio Med
Hayden Brown,15,4.09,17,Junior,Early Childhood Education
Josh Scott,14,0.6,37,Freshman,Culinary
Bob German,18,1.17,29,Sophmore,Culinary
Sarah Anderson,15,2.85,5,Freshman,Early College
Mac Smith,14,0.81,59,Senior,Culinary
Lily White,16,1.19,52,Super Senior,Bio Med
Alex Smith,16,1.49,2,Freshman,Business
Bob King,17,3.71,23,Sophmore,Business
Bob Moore,14,4.22,5,Junior,Early Childhood Education
Emma German,19,0.78,18,Super Senior,Computer Science
Daniel King,14,3.95,37,Super Senior,Construction
Emma Anderson,18,2.29,25,Sophmore,Early College
Hayden Scott,17,3.73,26,Senior,Early Childhood Education
Ian Moore,14,3.85,34,Junior,Marketing
Mac Moore,14,0.56,20,Sophmore,Construction
Marie Smith,14,0.49,47,Sophmore,Bio Med
Marie Brown,18,4.33,8,Freshman,Early Childhood Education
Joe Foster,16,2.73,20,Freshman,Fine Arts
Hayden Scott,19,1.21,18,Junior,Bio Med
Alex Johnson,16,2.66,55,Freshman,Fine Arts
Rachel Davis,15,2.7,8,Sophmore,Engineering
Ian German,14,3.85,9,Freshman,Engineering
Joe Moore,18,0.79,7,Super Senior,Business
Isabelle Scott,17,1.68,24,Sophmore,Engineering
Joe Fraker,18,3.96,9,Junior,Fine Arts
Hayden Smith,15,1.6,40,Freshman,Early College
Bob Garcia,17,3.55,16,Sophmore,Marketing
Ben Anderson,16,1.03,25,Senior,Early Childhood Education
Marie Miller,19,1.69,53,Freshman,Marketing
Bob Smith,19,0.44,14,Junior,Engineering
Mac White,14,0.87,34,Super Senior,Fine Arts
Joe King,14,4.47,49,Junior,Early Childhood Education
Hayden Brown,15,2.4,30,Sophmore,Computer Science
Alex White,18,1.58,9,Junior,Early Childhood Education
Lily Johnson,17,2.66,49,Junior,Construction
Rachel Williams,18,0.83,36,Junior,Culinary
Bob King,15,1.92,25,Junior,Bio Med
Sarah King,19,2.16,24,Senior,Early Childhood Education
Mac Fraker,16,1.3,3,Freshman,Fine Arts
Hayden Johnson,16,1.66,24,Freshman,Early Childhood Education
Bob Fraker,17,4.35,52,Sophmore,Construction
Sophie Brown,18,3.09,50,Freshman,Early College
Mac Johnson,19,0.62,28,Junior,Marketing
Ben Fraker,18,4.06,37,Freshman,Business
Sophie Miller,15,0.81,19,Sophmore,Marketing
Marie Smith,19,2.4,13,Freshman,Early Childhood Education
Ian Fraker,19,2.34,25,Super Senior,Bio Med
Lily Jones,14,1.1,24,Super Senior,Business
Alex Garcia,14,2.59,57,Junior,Construction
Isabelle Smith,18,1.32,40,Sophmore,Culinary
Ian Johnson,14,3.62,42,Senior,Bio Med
Josh Smith,16,0.65,14,Sophmore,Fine Arts
Mac Johnson,15,0.47,37,Super Senior,Computer Science
Ian Foster,19,1.83,46,Senior,Business
Tom Brown,14,1.86,17,Senior,Engineering
Emma Foster,16,4.01,40,Sophmore,Early College
Sarah Foster,18,3.51,8,Sophmore,Computer Science
Daniel Fraker,14,1.4,37,Freshman,Construction
Daniel Foster,15,1.36,9,Sophmore,Business
Isabelle Anderson,19,1.32,32,Junior,Fine Arts
Tom German,16,0.55,37,Freshman,Bio Med
Alex Brown,14,2.22,27,Senior,Engineering
Josh Moore,18,1.57,21,Super Senior,Business
Ian White,14,4.35,54,Senior,Bio Med
Isabelle Johnson,16,0.48,44,Junior,Bio Med
Tom Garcia,17,0.98,6,Sophmore,Engineering
Marie Brown,18,2.11,14,Sophmore,Computer Science
Bob Foster,19,4.01,35,Freshman,Marketing
Hayden Garcia,19,4.32,8,Junior,Marketing
Marie Brown,15,1.66,5,Senior,Early College
Tom Garcia,18,1.69,22,Junior,Early Childhood Education
Ben Foster,16,0.92,29,Freshman,Business
Rachel Jones,18,3.1,47,Sophmore,Fine Arts
Hayden German,17,2.94,59,Senior,Early College
Josh Johnson,14,2.54,33,Senior,Early College
Daniel Scott,16,0.32,12,Sophmore,Marketing
Joe Brown,15,2.93,36,Sophmore,Culinary
Emma Davis,15,0.38,18,Junior,Bio Med
Joe Moore,16,4.18,49,Super Senior,Culinary
Ben Brown,19,4.28,25,Freshman,Engineering
Ian Brown,15,3.53,22,Junior,Early Childhood Education
Josh Anderson,15,1.83,19,Sophmore,Fine Arts
Rachel Brown,18,3.37,10,Super Senior,Early Childhood Education
Alex Davis,18,3.7,55,Super Senior,Business
Josh Brown,19,3.18,55,Senior,Computer Science
Mac Brown,17,2.27,15,Freshman,Fine Arts
Lily Foster,15,4.22,27,Junior,Engineering
Sarah Williams,18,2.96,26,Senior,Early Childhood Education
Josh Foster,15,4.08,15,Super Senior,Marketing
Mac Foster,18,4.22,0,Sophmore,Early College
Emma Anderson,15,0.98,36,Freshman,Early Childhood Education
Ian German,17,2.58,41,Freshman,Culinary
Ian Davis,14,3.09,57,Super Senior,Computer Science
Hayden Anderson,15,4.49,8,Senior,Fine Arts
Emma White,16,0.38,43,Freshman,Bio Med
Emma Jones,14,1.82,50,Super Senior,Early Childhood Education
Daniel Miller,14,4.11,25,Junior,Early Childhood Education
Daniel Brown,18,2.31,29,Sophmore,Fine Arts
Lily Moore,18,2.46,38,Freshman,Construction
Sophie Scott,15,1.27,6,Freshman,Bio Med
Alex Williams,17,0.61,17,Freshman,Marketing
Ian Jones,18,2.94,8,Super Senior,Fine Arts
Emma Scott,17,1.06,20,Sophmore,Culinary
Tom Foster,14,3.27,53,Freshman,Culinary
Josh Smith,17,0.32,5,Super Senior,Fine Arts
Isabelle Garcia,19,4.03,7,Sophmore,Bio Med
Josh Smith,16,3.75,4,Sophmore,Early Childhood Education
Sarah Anderson,17,3.85,19,Sophmore,Early Childhood Education
Sophie Miller,15,0.37,40,Junior,Bio Med
Joe White,16,3.41,41,Super Senior,Culinary
Lily Brown,19,0.48,39,Sophmore,Construction
Mac Scott,19,2.39,51,Sophmore,Early College
Alex Johnson,16,1.41,34,Senior,Engineering
Alex Johnson,18,3.12,29,Sophmore,Fine Arts
Alex King,18,4.41,4,Senior,Culinary
Josh King,19,2.89,44,Junior,Business
Alex Foster,19,3.39,13,Sophmore,Marketing
Emma German,14,0.77,46,Senior,Computer Science
Marie Anderson,19,3.12,44,Senior,Fine Arts
Ian Jones,17,0.64,59,Sophmore,Culinary
Sophie Williams,14,1.14,50,Junior,Culinary
Josh Miller,16,3.45,38,Super Senior,Computer Science
Alex White,16,3.23,36,Sophmore,Fine Arts
Joe Smith,14,2.99,17,Sophmore,Engineering
Tom Davis,19,4.02,8,Sophmore,Culinary
Alex Garcia,18,1.95,33,Junior,Bio Med
Marie Jones,14,2.3,20,Junior,Business
Emma Miller,14,1.43,56,Super Senior,Engineering
Alex Garcia,18,0.79,33,Freshman,Business
Joe Garcia,15,0.68,0,Freshman,Business
Bob Anderson,18,3.97,44,Freshman,Early College
Emma Davis,19,3.76,17,Freshman,Fine Arts
Sarah White,16,2.71,12,Junior,Bio Med
Isabelle Brown,19,3.79,11,Freshman,Culinary
Joe German,17,0.33,46,Super Senior,Engineering
Josh White,15,1.21,60,Freshman,Engineering
Hayden Jones,16,3.75,26,Freshman,Early College
Marie Moore,16,0.41,15,Super Senior,Culinary
Sophie Fraker,16,0.95,19,Super Senior,Marketing
Ben Fraker,14,3.7,49,Sophmore,Engineering
Josh Jones,16,1.76,22,Senior,Engineering
Emma Anderson,14,0.45,27,Freshman,Marketing
Tom German,19,3.58,41,Senior,Early College
Sarah Garcia,16,4.44,12,Senior,Computer Science
Joe German,19,0.56,7,Senior,Fine Arts
Joe King,18,0.66,45,Super Senior,Early Childhood Education
Hayden Garcia,15,3.76,11,Senior,Marketing
Josh Johnson,18,0.8,35,Sophmore,Computer Science
Sarah Brown,18,2.02,18,Junior,Business
Hayden Brown,17,3.01,19,Senior,Computer Science
Marie White,17,2.2,7,Super Senior,Early Childhood Education
Emma Williams,17,3.49,34,Junior,Business
Joe Williams,16,3.86,26,Junior,Construction
Isabelle Fraker,17,3.97,58,Junior,Computer Science
Marie Miller,15,3.88,39,Super Senior,Culinary
Daniel Davis,14,1.86,19,Sophmore,Computer Science
Joe Garcia,14,1.56,34,Freshman,Bio Med
Rachel Jones,16,2.53,42,Super Senior,Construction
Bob Johnson,16,1.85,47,Sophmore,Engineering
Sophie Brown,14,2.14,10,Senior,Early College
Rachel Foster,18,1.05,22,Sophmore,Engineering
Daniel Miller,16,0.68,4,Senior,Early College
Alex Jones,16,3.12,46,Super Senior,Business
Joe White,17,1.43,49,Sophmore,Bio Med
Joe Jones,14,1.76,13,Super Senior,Business
Marie German,15,1.33,14,Sophmore,Business
Isabelle German,16,3.43,27,Super Senior,Marketing
Sophie Scott,15,0.6,0,Freshman,Early College
Marie Moore,15,3.02,21,Junior,Marketing
Hayden Scott,16,2.91,13,Sophmore,Marketing
Daniel Foster,19,1.67,30,Sophmore,Construction
Josh Anderson,17,1.58,9,Senior,Fine Arts
Rachel Garcia,14,1.03,25,Super Senior,Early Childhood Education
Isabelle Scott,14,0.35,14,Junior,Fine Arts
Josh Miller,18,3.05,43,Junior,Engineering
Marie White,14,2.7,39,Freshman,Computer Science
Bob Garcia,17,3.96,41,Senior,Culinary
Joe Johnson,14,2.6,47,Freshman,Marketing
Joe Brown,15,2.18,43,Sophmore,Computer Science
Marie Johnson,16,2.33,43,Junior,Early College
Josh Johnson,17,0.68,40,Junior,Fine Arts
Ben Miller,15,0.32,39,Freshman,Culinary
Josh White,16,3.56,60,Junior,Computer Science
Lily Williams,19,4.28,58,Sophmore,Engineering
Joe Foster,19,3.22,11,Super Senior,Fine Arts
Alex Moore,18,2.82,23,Senior,Engineering
Tom Brown,19,3.89,34,Super Senior,Early College
Sarah Jones,19,2.6,13,Senior,Early College
Ben Scott,17,2.94,19,Freshman,Bio Med
Isabelle Davis,15,1.18,34,Super Senior,Culinary
Mac Brown,15,4.0,27,Super Senior,Bio Med
Sarah Jones,15,1.76,6,Freshman,Early College
Alex Williams,18,1.51,32,Super Senior,Fine Arts
Sophie Brown,19,0.81,22,Super Senior,Early Childhood Education
Sophie Smith,17,3.18,2,Senior,Fine Arts
Hayden German,17,1.31,44,Junior,Computer Science
Lily Johnson,18,2.63,19,Super Senior,Early College
Ian Smith,16,4.42,7,Junior,Fine Arts
Ben German,15,3.61,2,Junior,Marketing
Alex Jones,14,2.56,5,Sophmore,Marketing
Alex German,17,1.47,60,Sophmore,Culinary
Ian Foster,16,2.78,25,Sophmore,Marketing
Emma Jones,16,3.64,42,Junior,Early College
Ben King,16,0.59,5,Freshman,Business
Daniel Garcia,17,2.48,52,Sophmore,Engineering
Ian Davis,17,0.82,46,Senior,Early College
Hayden Moore,14,1.69,16,Sophmore,Fine Arts
Sarah Johnson,14,2.85,60,Freshman,Culinary
Sophie Davis,15,3.85,21,Freshman,Early College
Isabelle King,15,1.61,59,Sophmore,Computer Science
Bob Garcia,18,1.24,60,Senior,Early College
Hayden German,19,0.91,19,Senior,Construction
Joe Moore,18,1.19,34,Junior,Fine Arts
Marie King,15,2.94,20,Sophmore,Computer Science
Rachel Johnson,14,2.13,23,Senior,Engineering
Alex Fraker,16,1.78,60,Sophmore,Marketing
Alex Smith,17,3.05,20,Junior,Fine Arts
Hayden Garcia,19,4.24,44,Super Senior,Construction
Tom Smith,18,4.21,52,Junior,Business
Mac Fraker,18,3.25,51,Junior,Bio Med
Sarah Moore,17,0.9,9,Freshman,Culinary
Sarah Brown,15,1.63,30,Sophmore,Marketing
Joe Moore,17,1.71,16,Senior,Construction
Alex Davis,18,2.29,44,Freshman,Early Childhood Education
Isabelle Foster,15,3.33,15,Freshman,Early Childhood Education
Sarah German,14,4.19,4,Junior,Fine Arts
Josh Anderson,14,0.33,15,Junior,Business
Ben Williams,17,1.19,18,Sophmore,Early Childhood Education
Mac Davis,17,2.88,9,Super Senior,Early College
Isabelle Anderson,16,1.57,56,Junior,Early Childhood Education
Joe Jones,14,2.32,5,Freshman,Fine Arts
Ian Moore,15,2.39,30,Freshman,Early Childhood Education
Hayden Miller,18,3.61,32,Senior,Fine Arts
Lily Williams,18,1.82,59,Sophmore,Engineering
Marie Davis,14,0.65,13,Super Senior,Bio Med
Mac Johnson,19,2.56,48,Senior,Engineering
Hayden Johnson,19,2.38,56,Junior,Fine Arts
Lily Scott,16,1.69,27,Senior,Computer Science
Tom White,16,2.38,13,Junior,Fine Arts
Rachel Jones,17,4.18,42,Freshman,Business
Hayden Garcia,17,3.03,59,Sophmore,Fine Arts
Sarah Anderson,15,3.4,51,Senior,Early Childhood Education
Rachel Jones,14,2.58,46,Senior,Engineering
Mac Johnson,15,2.04,25,Super Senior,Computer Science
Daniel Foster,16,2.24,56,Sophmore,Marketing
Bob Miller,19,2.33,56,Freshman,Marketing
Sophie White,16,1.61,35,Senior,Early Childhood Education
Alex Fraker,15,3.87,18,Super Senior,Culinary
Lily Johnson,19,2.54,57,Senior,Bio Med
Marie Scott,17,1.32,44,Sophmore,Marketing
Josh Smith,17,0.82,33,Freshman,Engineering
Josh Smith,18,2.51,27,Sophmore,Culinary
Bob Miller,15,2.66,5,Freshman,Engineering
Joe Moore,15,0.97,8,Super Senior,Fine Arts
Joe Johnson,18,3.5,42,Junior,Engineering
Rachel Smith,15,1.15,9,Freshman,Engineering
Marie Scott,19,2.29,24,Senior,Construction
Emma King,16,4.05,41,Super Senior,Early College
Alex Moore,19,2.03,2,Senior,Engineering
Mac Williams,14,1.93,40,Junior,Business
Josh Davis,15,1.75,38,Sophmore,Engineering
Ben Williams,19,3.04,21,Sophmore,Marketing
Alex Anderson,17,2.11,33,Sophmore,Business
Hayden Brown,14,0.74,33,Freshman,Engineering
Rachel Scott,16,2.95,10,Junior,Bio Med
Bob Garcia,19,4.42,48,Freshman,Construction
Marie Anderson,18,0.61,51,Senior,Computer Science
Marie German,17,1.74,26,Sophmore,Bio Med
Emma Williams,16,0.5,49,Super Senior,Business
Alex Williams,18,1.91,8,Senior,Fine Arts
Joe Moore,16,4.44,16,Freshman,Marketing
Marie Smith,19,3.2,13,Sophmore,Business
Josh Scott,14,2.29,59,Super Senior,Early Childhood Education
Tom Foster,16,0.37,28,Senior,Early College
Marie Johnson,16,0.38,43,Freshman,Early Childhood Education
Josh Moore,19,0.76,20,Freshman,Marketing
Joe Anderson,18,2.88,54,Junior,Computer Science
Sarah Moore,15,1.78,38,Freshman,Bio Med
Sarah Davis,17,2.33,25,Junior,Early Childhood Education
Rachel Johnson,18,0.99,58,Freshman,Early Childhood Education
Tom Davis,17,1.05,9,Sophmore,Fine Arts
Lily Foster,17,0.35,6,Sophmore,Marketing
Alex White,14,3.19,42,Junior,Fine Arts
Alex Williams,18,4.01,24,Freshman,Fine Arts
Ben Davis,17,4.03,55,Junior,Business
Emma Brown,14,3.96,19,Sophmore,Engineering
Daniel Anderson,16,0.66,36,Junior,Marketing
Alex Moore,16,0.56,46,Senior,Business
Hayden White,19,0.35,9,Sophmore,Culinary
Sophie Jones,17,0.89,0,Super Senior,Early College
Emma Moore,15,3.04,17,Junior,Early College
Ian Moore,18,3.29,8,Freshman,Marketing
Marie Foster,19,3.36,29,Junior,Early College
Sarah Garcia,16,0.94,57,Sophmore,Engineering
Rachel Garcia,14,1.06,36,Senior,Marketing
Daniel Moore,15,3.49,44,Super Senior,Bio Med
